"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper"
"25" "ecc423b8fefd03a92aa1a97fc74a654c" 5.04205054072543 0.0306360980142204 -2.50603556989465 1.11604995325208 -4.76536058189238 -0.24671055789692
"26" "X681c1740d5917dc84caacdd55ece7ca2" 2.26221030806102 0.140831474329801 1.35248849671802 0.899222347615823 -0.467891975854675 3.17286896929071
"27" "X78db7fa6b16b73b101fbb8b282b5330e" 0.00109843721671766 0.973734285641673 0.0353262375390099 1.06588356386748 -2.12244222856402 2.19309470364204
"28" "X4d72007c70f4abc0bf9e8fe8b826d07d" 0.00594890610079197 0.938925485919088 -0.086593267377393 1.12270477556958 -2.35939026283655 2.18620372808177
"29" "X945184b6386c192c0066e0a98a154780" 5.36700029001456e-11 0.999994193037789 -8.17204828531411e-06 1.11548854450244 -2.25819667144969 2.25818032735312
"30" "be74cad9381c15cfaa8e6071aa77e7f4" 0.0223588195853021 0.881927303175595 0.125026919779466 0.836140184698885 -1.56765039033723 1.81770422989616
"31" "X7d89f65efca651d2092e030250fc5f20" 0.203549184872884 0.654435403736924 -0.352608040931626 0.781551368764377 -1.93477607065564 1.22955998879239
"32" "c66ea3d804ab0d5346b5d0a31b4562ae" 1.09526376428411 0.301919388467112 -0.943843175022206 0.901862813243013 -2.76956899080059 0.881882640756179
"33" "dcba105f35d8ebc9e22269c7491ad3a7" 0.967978019914455 0.331408082138985 1.08799488892292 1.10584461456855 -1.15067049500314 3.32666027284899
"34" "X912f795ef3617aeb65ff9ad69b9567a8" 0.00909491150858298 0.924524280382469 -0.0917118428851658 0.96167025096447 -2.0385114865454 1.85508780077507
"35" "X9eab7a1249300ee6e9757c224201f94d" 0.510851154330892 0.479138814517402 -0.711985866599535 0.996148724369251 -2.728583530601 1.30461179740193
"36" "cbef5a03b48197df4191b1afc57f3296" 1.26485330613054 0.267788491978424 -1.24041072567757 1.10292360767984 -3.47316284030538 0.992341388950244
"37" "X420fa27f4fe62b1d68ef0fe7db3dd4ac" 4.22012082275786 0.0468723246325685 -1.18105512605731 0.574920409661617 -2.34492064809016 -0.0171896040244512
"38" "fddcec096f5d0acfd71007666c6811c5" 1.25011069251383 0.270550174673505 -0.770432480024035 0.689065249892524 -2.165372150461 0.624507190412934
"39" "X59c16c4a8c0cd09f5ebfd8232e11c0bf" 0.71386878901894 0.403450883009842 0.511652835238462 0.605572559652034 -0.714264720346349 1.73757039082327
"40" "d404761182ab38195d5245681f2452f5" 2.697282762095 0.108770608307282 1.20320552740485 0.732616304804293 -0.279898644427714 2.68630969923741
"41" "X4473ac847f597164696bc96da74ca753" 0.377028788662754 0.542856496709015 -0.359680605589571 0.585773559069481 -1.54551717994377 0.826155968764629
"42" "X7ead17a076e7b7b419bf50abe7eee3f4" 0.48984765519533 0.488258111495472 -0.455401649221144 0.650674942410857 -1.77262420524144 0.861820906799152
"43" "X536f14df4c3ebd958e15fcb821dbf728" 1.24260823584973 0.271969652036324 0.939363895446035 0.842687884734687 -0.766568540410186 2.64529633130226
"44" "X12322f15c5dcca422f121c2e90eb3566" 8.75180110347482 0.00529748870806815 2.99771421424588 1.01330808454897 0.946379241640123 5.04904918685163
"45" "X1a59d915451a33deeeedc22c0f710c24" 1.28028782895444 0.264935842016919 0.884767383544015 0.781943359404974 -0.698194189745134 2.46772895683316
"46" "X1d3c99cabc99926cf6dc4cbb5a615407" 0.251756751913729 0.618735654896096 0.400674613320621 0.798548435339246 -1.21590217878118 2.01725140542243
"47" "X7ab5a155ae7080a18dbc5f6f5b82e6fc" 2.33526957131106 0.134755192467064 -0.839623918385185 0.549434962420484 -1.9518968497584 0.272649012988034
"48" "X1c2b8892a0d7f828d72808cd01cfd199" 2.03073094770223 0.162308661773683 -0.809085626782952 0.567764575872895 -1.958464920656 0.340293667090092
"49" "b7f5af401f678ffbe9f7299cfa59e3bf" 19.3114624224255 8.61781641508387e-05 2.02687656163378 0.461232306057295 1.09316057304373 2.96059255022382
"50" "X7ea4b157e51f38c83a0693ce6ea70f53" 12.3916240583399 0.00113811096244856 2.17359786794046 0.617468894911241 0.923597440684975 3.42359829519595
"51" "X62727dc7f1b9c5878de3da94b2977f05" 0.133816270411448 0.716536174730724 -0.276900557786988 0.756953793553414 -1.80927339980754 1.25547228423357
"52" "X6ca5825b481071a9e4a17d194b40d243" 4.29965001700585 0.0449487831686573 -1.84993428492537 0.892153837953272 -3.65600530778964 -0.0438632620611041
"53" "X9d28ce90e03ce937ace5d12b29f033b6" 0.864740507714902 0.358285584223103 -0.965059266111997 1.03779382744174 -3.06596303372892 1.13584450150493
"54" "X1ddc8a4694ed56884c16d791174a6390" 4.21308599996247 0.0470467787887734 -1.3077667525533 0.637133044280088 -2.59757516902937 -0.0179583360772224
"55" "ff836ceb31404b3a37e52a4af998742b" 5.30291461705889 0.0268580516889337 1.34400079465905 0.583636182642795 0.16249111266911 2.52551047664898
"56" "d4b47821b9c53e2423fcdf8b449a41c1" 2.06360733827875 0.159035231504464 -1.02763605839415 0.715361894867807 -2.47581050344954 0.420538386661248
"57" "X24051ef88d0304b64d9d8f9b863126e6" 0.138420573081716 0.711923059409296 0.281358902726792 0.756241210632424 -1.24957139058721 1.81228919604079
"58" "X36ecd054f5309a9658926a0926d7ee82" 4.53879174123394 0.0396677278319977 1.38077266744402 0.648114971156199 0.0687325022914387 2.69281283259661
"59" "X8ce12e88f6b59bb09494567f0d678092" 1.66397686583815 0.204862525505362 -0.907107331084669 0.703209994884204 -2.33068154073282 0.51646687856348
"60" "X5c061dc8bafe80b5767222e204384886" 0.0233536680211795 0.879349548631338 0.115610750693811 0.756520446215849 -1.41588482550563 1.64710632689325
"61" "X4ba6bad752253e930876e8c688e4d9fb" 3.22823254730394 0.0803310826917881 1.42506897404421 0.793146622195666 -0.18057241905519 3.03071036714361
"62" "fc6622c636a5210293fb2873fc4761d9" 0.986185326136532 0.326958274555648 -1.00854537529598 1.01558475764213 -3.06448923162466 1.0473984810327
